raw,kalman
2142.00,2172.51
2137.00,2167.80
2136.00,2163.85
2134.00,2160.36
2138.00,2157.90
2132.00,2155.23
2135.00,2153.25
2133.00,2151.38
2136.00,2150.03
2131.00,2148.45
2131.00,2147.06
2139.00,2146.45
2141.00,2146.06
2131.00,2145.05
2133.00,2144.26
2135.00,2143.69
2133.00,2143.05
2133.00,2142.47
2137.00,2142.17
2133.00,2141.68
2139.00,2141.54
2136.00,2141.27
2135.00,2140.98
2133.00,2140.61
2137.00,2140.45
2129.00,2139.96
2139.00,2139.92
2133.00,2139.64
2135.00,2139.46
2135.00,2139.29
2135.00,2139.13
2133.00,2138.91
2135.00,2138.78
2137.00,2138.71
2138.00,2138.69
2137.00,2138.64
2132.00,2138.43
2139.00,2138.45
2134.00,2138.31
2134.00,2138.19
2137.00,2138.15
2135.00,2138.07
2131.00,2137.87
2129.00,2137.63
2127.00,2137.35
2135.00,2137.29
2131.00,2137.13
2135.00,2137.07
2140.00,2137.14
2149.00,2137.44
2199.00,2138.95
2274.00,2142.57
2373.00,2150.17
2477.00,2165.19
2581.00,2194.56
2661.00,2247.98
2739.00,2336.99
2796.00,2458.31
2847.00,2589.07
2893.00,2702.80
2940.00,2791.90
2972.00,2856.09
3005.00,2904.72
3020.00,2939.03
3027.00,2962.61
3019.00,2976.13
3016.00,2984.52
3015.00,2990.17
3007.00,2992.93
3025.00,2997.59
3033.00,3002.32
3047.00,3007.92
3052.00,3013.22
3045.00,3016.89
3055.00,3021.06
3051.00,3024.22
3053.00,3027.11
3055.00,3029.79
3043.00,3031.01
3047.00,3032.39
3049.00,3033.75
3051.00,3035.09
3045.00,3035.83
3039.00,3036.06
3045.00,3036.65
3043.00,3037.05
3035.00,3036.93
3043.00,3037.27
3037.00,3037.26
3029.00,3036.83
3032.00,3036.59
3032.00,3036.37
3037.00,3036.40
3031.00,3036.16
3031.00,3035.94
3029.00,3035.65
3027.00,3035.30
3023.00,3034.82
3013.00,3033.97
3023.00,3033.54
3022.00,3033.10
3015.00,3032.42
3019.00,3031.91
3019.00,3031.43
3019.00,3030.98
3017.00,3030.47
3007.00,3029.62
3003.00,3028.66
3000.00,3027.60
2991.00,3026.23
2984.00,3024.60
2958.00,3021.92
2933.00,3018.05
2873.00,3010.96
2821.00,2999.70
2759.00,2981.51
2681.00,2951.24
2599.00,2902.33
2523.00,2829.73
2429.00,2728.82
2361.00,2614.03
2295.00,2501.94
2252.00,2410.64
2222.00,2343.87
2203.00,2297.70
2183.00,2263.77
2168.00,2238.23
2165.00,2220.57
2152.00,2205.72
2149.00,2194.51
2145.00,2185.58
2143.00,2178.54
2137.00,2172.22
2137.00,2167.23
2139.00,2163.52
2137.00,2160.28
2137.00,2157.63
2135.00,2155.22
2137.00,2153.40
2137.00,2151.86
2136.00,2150.45
2135.00,2149.16
2136.00,2148.11
2136.00,2147.20
2131.00,2146.04
2136.00,2145.35
2138.00,2144.87
2132.00,2144.06
2137.00,2143.64
2136.00,2143.20
2136.00,2142.80
2140.00,2142.65
2137.00,2142.37
2134.00,2141.96
2135.00,2141.63
2141.00,2141.60
2134.00,2141.27
2140.00,2141.21
2140.00,2141.16
2135.00,2140.92
2137.00,2140.77
2137.00,2140.63
2137.00,2140.50
2136.00,2140.34
2138.00,2140.26
2139.00,2140.22
2139.00,2140.18
2139.00,2140.14
2141.00,2140.17
2135.00,2140.02
2139.00,2139.99
2137.00,2139.90
2140.00,2139.91
2139.00,2139.88
2139.00,2139.86
2139.00,2139.84
2155.00,2140.22
2185.00,2141.34
2231.00,2143.73
2294.00,2148.31
2357.00,2156.26
2437.00,2170.64
2505.00,2195.41
2577.00,2237.39
2645.00,2303.61
2695.00,2392.75
2733.00,2491.00
2775.00,2583.79
2809.00,2660.08
2855.00,2724.30
2880.00,2773.20
2909.00,2812.82
2935.00,2845.88
2943.00,2870.34
2957.00,2890.38
2968.00,2906.95
2975.00,2920.41
2968.00,2929.14
2967.00,2935.47
2957.00,2938.76
2961.00,2941.81
2970.00,2945.35
2991.00,2950.69
2995.00,2955.70
3003.00,2960.89
3018.00,2967.01
3027.00,2973.42
3032.00,2979.67
3036.00,2985.67
3037.00,2991.11
3029.00,2995.08
3027.00,2998.31
3027.00,3001.10
3029.00,3003.70
3037.00,3006.68
3036.00,3009.24
3020.00,3010.15
3025.00,3011.33
3031.00,3012.81
3028.00,3013.92
3029.00,3014.97
3031.00,3016.05
3017.00,3016.11
3023.00,3016.53
3031.00,3017.37
3017.00,3017.35
3023.00,3017.66
3027.00,3018.14
3025.00,3018.48
3032.00,3019.13
3019.00,3019.12
3013.00,3018.84
3011.00,3018.50
3005.00,3017.93
2999.00,3017.15
2999.00,3016.40
3001.00,3015.76
2989.00,3014.67
2991.00,3013.70
2991.00,3012.77
2971.00,3011.04
2958.00,3008.76
2923.00,3004.88
2899.00,2999.55
2847.00,2990.77
2839.00,2980.18
2785.00,2963.89
2747.00,2941.35
2697.00,2909.66
2649.00,2867.47
2583.00,2811.27
2511.00,2740.22
2421.00,2652.53
2363.00,2562.67
2309.00,2479.24
2259.00,2406.24
2223.00,2347.02
2197.00,2301.07
2188.00,2268.87
2181.00,2246.12
2167.00,2227.66
2153.00,2211.78
2142.00,2198.07
2148.00,2188.91
2141.00,2180.88
2138.00,2174.23
2133.00,2168.29
2137.00,2164.07
2133.00,2160.17
2137.00,2157.45
2121.00,2153.45
2133.00,2151.30
2131.00,2149.30
2127.00,2147.22
2127.00,2145.43
2133.00,2144.38
2123.00,2142.68
2124.00,2141.25
2124.00,2139.98
2123.00,2138.77
2125.00,2137.83
2124.00,2136.93
2129.00,2136.43
2125.00,2135.74
2133.00,2135.58
2131.00,2135.33
2124.00,2134.73
2132.00,2134.59
2125.00,2134.12
2132.00,2134.02
2131.00,2133.88
2131.00,2133.76
2129.00,2133.56
2126.00,2133.25
2132.00,2133.20
2129.00,2133.04
2125.00,2132.74
2125.00,2132.46
2134.00,2132.51
2135.00,2132.60
2135.00,2132.68
2137.00,2132.82
2133.00,2132.82
2143.00,2133.14
2163.00,2134.05
2198.00,2136.06
2253.00,2140.06
2343.00,2148.27
2409.00,2162.31
2485.00,2186.74
2565.00,2228.64
2633.00,2294.50
2706.00,2388.14
2777.00,2502.16
2837.00,2616.89
2875.00,2710.82
2904.00,2779.51
2935.00,2830.85
2927.00,2859.90
2953.00,2884.55
2951.00,2900.44
2967.00,2914.62
2965.00,2924.42
2981.00,2934.40
2987.00,2943.03
2987.00,2949.78
2997.00,2956.54
3004.00,2962.96
3013.00,2969.42
3021.00,2975.84
3017.00,2980.81
3027.00,2986.14
3032.00,2991.28
3029.00,2995.39
3027.00,2998.71
3033.00,3002.15
3029.00,3004.75
3039.00,3007.92
3029.00,3009.82
3029.00,3011.46
3035.00,3013.39
3036.00,3015.17
3029.00,3016.23
3030.00,3017.23
3019.00,3017.35
3038.00,3018.69
3031.00,3019.48
3031.00,3020.18
3027.00,3020.58
3028.00,3021.00
3023.00,3021.11
3027.00,3021.41
3018.00,3021.24
3021.00,3021.23
3017.00,3021.04
3013.00,3020.69
3016.00,3020.49
3007.00,3019.93
3004.00,3019.29
3015.00,3019.11
3001.00,3018.41
3005.00,3017.89
3001.00,3017.24
3001.00,3016.62
2991.00,3015.65
2987.00,3014.56
2976.00,3013.06
2967.00,3011.21
2935.00,3008.01
2904.00,3003.20
2842.00,2994.68
2787.00,2981.11
2714.00,2958.50
2648.00,2922.80
2580.00,2868.96
2500.00,2791.73
2413.00,2690.70
2352.00,2582.59
2295.00,2482.31
2257.00,2402.43
2218.00,2339.79
2184.00,2290.35
2183.00,2258.80
2168.00,2234.91
2155.00,2215.96
2154.00,2202.60
2148.00,2191.94
2146.00,2183.77
2141.00,2176.81
2141.00,2171.44
2132.00,2165.97
2136.00,2162.07
2133.00,2158.55
2135.00,2155.88
2147.00,2154.93
2134.00,2152.89
2133.00,2151.05
2133.00,2149.47
2132.00,2148.02
2132.00,2146.75
2131.00,2145.56
2135.00,2144.79
2130.00,2143.77
2132.00,2142.99
2132.00,2142.30
2134.00,2141.79
2135.00,2141.40
2130.00,2140.76
2133.00,2140.34
2124.00,2139.49
2133.00,2139.16
2133.00,2138.86
2133.00,2138.58
2134.00,2138.37
2137.00,2138.31
2136.00,2138.22
2133.00,2138.00
2135.00,2137.88
2127.00,2137.47
2137.00,2137.45
2136.00,2137.40
2135.00,2137.31
2136.00,2137.27
2141.00,2137.39
2136.00,2137.35
2139.00,2137.40
2133.00,2137.26
2137.00,2137.26
2136.00,2137.22
2139.00,2137.27
2137.00,2137.26
2141.00,2137.36
2136.00,2137.33
2138.00,2137.34
2137.00,2137.34
2137.00,2137.33
2135.00,2137.27
2140.00,2137.34
2137.00,2137.33
2140.00,2137.39
2134.00,2137.31
2141.00,2137.39
2139.00,2137.43
2143.00,2137.55
2135.00,2137.49
2141.00,2137.56
2137.00,2137.55
2143.00,2137.66
2140.00,2137.71
2137.00,2137.69
2139.00,2137.72
2141.00,2137.78
2135.00,2137.73
2141.00,2137.79
2139.00,2137.81
2147.00,2137.98
2139.00,2137.99
2142.00,2138.06
2140.00,2138.10
2146.00,2138.23
2138.00,2138.23
2145.00,2138.34
2138.00,2138.34
2142.00,2138.40
2125.00,2138.18
2141.00,2138.23
2138.00,2138.22
2146.00,2138.35
2141.00,2138.39
2143.00,2138.46
2137.00,2138.44
2147.00,2138.57
2141.00,2138.61
2147.00,2138.74
2139.00,2138.74
2139.00,2138.75
2139.00,2138.75
2135.00,2138.70
2141.00,2138.73
2146.00,2138.84
2139.00,2138.84
2141.00,2138.87
2140.00,2138.89
2143.00,2138.94
2143.00,2139.00
2140.00,2139.01
2139.00,2139.01
2145.00,2139.10
2141.00,2139.12
2143.00,2139.17
2140.00,2139.18
2141.00,2139.21
2141.00,2139.23
2141.00,2139.25
2141.00,2139.28
2147.00,2139.37
2141.00,2139.40
2147.00,2139.49
2139.00,2139.48
2143.00,2139.53
2139.00,2139.52
2147.00,2139.61
2140.00,2139.62
2142.00,2139.65
2137.00,2139.61
2147.00,2139.70
2141.00,2139.72
2146.00,2139.79
